Question,Answer
18th Jan - My Life is Complete,18th Jan - My Life is Complete
20th - I Am Always Taken Care of,20th - I Am Always Taken Care of
21st Jan - Say NO to Low Quality Emotions,21st Jan - Say NO to Low Quality Emotions
"22nd jan - What I Remember The Most, I Feel The Most","22nd jan - What I Remember The Most, I Feel The Most"
23rd Jan - Feeling Relaxed is Very Easy,23rd Jan - Feeling Relaxed is Very Easy
24th Jan - All Type of People are Acceptable,24th Jan - All Type of People are Acceptable
25th Jan - This Weekend My Life is Perfect,25th Jan - This Weekend My Life is Perfect
27th Jan - I Love Myself the Way I Am,27th Jan - I Love Myself the Way I Am
28th Jan - My Life is What i Say it is,28th Jan - My Life is What i Say it is
29th Jan - The Way we Deal with Ourself,29th Jan - The Way we Deal with Ourself
"30th Jan - Thank You Jan, Welcome Feb","30th Jan - Thank You Jan, Welcome Feb"
31st Jan - I Take 100% Responsibility for my Life,31st Jan - I Take 100% Responsibility for my Life
,
Dec'24 DMP Recording,Dec'24 DMP Recording
2nd Dec - My Emotions are My Habits,2nd Dec - My Emotions are My Habits
3rd Dec - I am willing to believe miracle are possible,3rd Dec - I am willing to believe miracle are possible
4th Dec - Root Cause of my emotion are imbalance,4th Dec - Root Cause of my emotion are imbalance
5th Dec - DMP I Am Unconditionally Happy,5th Dec - DMP I Am Unconditionally Happy
6th Dec - The Universe is Inside Me I Can Do Anything,6th Dec - The Universe is Inside Me I Can Do Anything
7th Dec - All I Need is Within Me Now,7th Dec - All I Need is Within Me Now
9th Dec - I am Unconditionally Happy,9th Dec - I am Unconditionally Happy
10th Dec - I See Myself in Everyone,10th Dec - I See Myself in Everyone
"11th Dec - I Am a Magician, I Keep Learning and Growing","11th Dec - I Am a Magician, I Keep Learning and Growing"
"12th Dec - Bring it ON, I Can Handle It","12th Dec - Bring it ON, I Can Handle It"
14th Dec - I Create My Own Reality,14th Dec - I Create My Own Reality
16th DMP - I Can Change My Emotions FAST,16th DMP - I Can Change My Emotions FAST
17th Dec- Yes i have the Energy,17th Dec- Yes i have the Energy
18th Dec - The Best Year of Your Life Day 1,18th Dec - The Best Year of Your Life Day 1
19th Dec - The Best Year of Your Life Day 2,19th Dec - The Best Year of Your Life Day 2
20th Dec - The Best Year of Your Life Day 3,20th Dec - The Best Year of Your Life Day 3
21st Dec - I AM Ready for Success & Failure Both,21st Dec - I AM Ready for Success & Failure Both
23rd Dec - I Am Ready for Blessings,23rd Dec - I Am Ready for Blessings
24th Dec - All I Need is Within Me Now,24th Dec - All I Need is Within Me Now
25th Dec - I Live My Future NOW,25th Dec - I Live My Future NOW
26th Dec - I Fall Fast I Move ON Fast,26th Dec - I Fall Fast I Move ON Fast
27th Dec - Love is Easy if i Make it Easy,27th Dec - Love is Easy if i Make it Easy
28th Dec - I Am Ready to Release all my Negative Energy,28th Dec - I Am Ready to Release all my Negative Energy
30th Dec - My Words Have Magic,30th Dec - My Words Have Magic
31st Dec - Happy New Year,31st Dec - Happy New Year
,
Nov'24 DMP Recording,Nov'24 DMP Recording
1st Nov - Emotional Prosperity,1st Nov - Emotional Prosperity
2nd Nov - I Give Time To My Family,2nd Nov - I Give Time To My Family
4th Nov - I am Born Committed,4th Nov - I am Born Committed
5th Nov - I Love Myself The Way I am Unconditionally,5th Nov - I Love Myself The Way I am Unconditionally
7th Nov - I Surrender,7th Nov - I Surrender
8th Nov - My FTBA is Aligned with My Goals,8th Nov - My FTBA is Aligned with My Goals
9th oct - DMP This Weekend My Life is Perfect.mp4,9th oct - DMP This Weekend My Life is Perfect.mp4
11th Nov - I Am a Balanced Magician,11th Nov - I Am a Balanced Magician
12th Nov - I AM Responsible for the way i Feel,12th Nov - I AM Responsible for the way i Feel
13th Nov - I am a warrior,13th Nov - I am a warrior
14th Nov - Health HoOponopono,14th Nov - Health HoOponopono
15th Nov -Relationship HoOponopono,15th Nov -Relationship HoOponopono
16th Nov - I am 100% Sure,16th Nov - I am 100% Sure
18th Nov - HoOponopono for Career,18th Nov - HoOponopono for Career
19th Nov - I Love Money,19th Nov - I Love Money
20th Nov - I Am Ready for Greatness,20th Nov - I Am Ready for Greatness
21st Nov - I Am Peaceful,21st Nov - I Am Peaceful
22nd Now - I Am a Magician,22nd Now - I Am a Magician
23rd Nov - I Love Myself The Way I Am,23rd Nov - I Love Myself The Way I Am
25th Nov - I Have Unlimited Chances,25th Nov - I Have Unlimited Chances
26th Nov - Ho'Oponopono,26th Nov - Ho'Oponopono
27th Nov - Small Changes Can Make Big Changes,27th Nov - Small Changes Can Make Big Changes
28th Nov - I Am Satisfied Not Desperate,28th Nov - I Am Satisfied Not Desperate
29th Nov - I Live Life Platinum Standards,29th Nov - I Live Life Platinum Standards
30th Nov - I Am Enough I Believe in Myself,30th Nov - I Am Enough I Believe in Myself
,
Oct'24 DMP Recording,Oct'24 DMP Recording
1st Oct - It is Easy to Smile,1st Oct - It is Easy to Smile
2nd Oct - Focus all your Energy in Third Eye,2nd Oct - Focus all your Energy in Third Eye
3rd Oct - 9 Days of Navratri Fasting,3rd Oct - 9 Days of Navratri Fasting
4th Oct - I Am Responsible for Everything in My Life,4th Oct - I Am Responsible for Everything in My Life
5th Oct - I Am Unconditionally Happy,5th Oct - I Am Unconditionally Happy
7th Oct DMP - Say NO to Low Quality Emotions,7th Oct DMP - Say NO to Low Quality Emotions
8th Oct - When Nothing is Working The Universe is Working,8th Oct - When Nothing is Working The Universe is Working
"10th Oct - I Have Unlimited Options, Unlimited Chances","10th Oct - I Have Unlimited Options, Unlimited Chances"
11th Oct - I AM Happy Unconditionally,11th Oct - I AM Happy Unconditionally
12th Oct - I surrender,12th Oct - I surrender
14th Oct - I Love Myself The Way I Am,14th Oct - I Love Myself The Way I Am
15th Oct - Ho'Oponopono,15th Oct - Ho'Oponopono
16th Oct - Enough Solving Time for Evolving,16th Oct - Enough Solving Time for Evolving
17th Oct - I Say Who I Say I Am,17th Oct - I Say Who I Say I Am
18th Oct - I Am Ready to Be Imperfect,18th Oct - I Am Ready to Be Imperfect
19th Oct - Nothing is a Curse Everything Is a Blessing,19th Oct - Nothing is a Curse Everything Is a Blessing
21st - I love myself, 21st - I love myself
22nd Oct - Take a Chill Pill,22nd Oct - Take a Chill Pill
23rd Oct - I Live this Moment Fully,23rd Oct - I Live this Moment Fully
24th Oct - At Energy level we are all One,24th Oct - At Energy level we are all One
25th Oct - HoOponopono,25th Oct - HoOponopono
26th Oct - Feeling Relaxed is Very Easy for Me,26th Oct - Feeling Relaxed is Very Easy for Me
28th Oct - My Birthday Celebration,28th Oct - My Birthday Celebration
29th Oct - I AM,29th Oct - I AM
30th Oct - A heart full of love,30th Oct - A heart full of love
31st Oct - Daily Dance,31st Oct - Daily Dance
,
Sept'24 DMP Recordings,Sept'24 DMP Recordings
2nd Sep - I Am Ready to Be Imperfect,2nd Sep - I Am Ready to Be Imperfect
3rd Sep - I AM Ready for Success & Failure Both,3rd Sep - I AM Ready for Success & Failure Both
4th Sep - My Frequency is more Important,4th Sep - My Frequency is more Important
5th Sep - I am Ready to Open My Heart,5th Sep - I am Ready to Open My Heart
6th Sept - I am A magician,6th Sept - I am A magician
7th Sep - I Create My Own Reality,7th Sep - I Create My Own Reality
9th Sep - I Am Ready for Blessings,9th Sep - I Am Ready for Blessings
10th - LIVE Coaching to Help Suicidal People to Live Inspired Life,10th - LIVE Coaching to Help Suicidal People to Live Inspired Life
11th Sep - Yes I Am Ready to Grow,11th Sep - Yes I Am Ready to Grow
"12th Sep - I Am Healed, I Leave the Past Behind","12th Sep - I Am Healed, I Leave the Past Behind"
13th Sep - I Love Being Happy,13th Sep - I Love Being Happy
14th Sep - Feeling Relaxed is Very Easy for Me,14th Sep - Feeling Relaxed is Very Easy for Me
16th Sep - I am taken care of,16th Sep - I am taken care of
17th Sep - I Am Satisfied,17th Sep - I Am Satisfied
18th Sep - Complete Basic Law of Attraction Course,18th Sep - Complete Basic Law of Attraction Course
19th Sep - I Am ready to THINK BIG,19th Sep - I Am ready to THINK BIG
20th Sep - Life is What i Say It Is,20th Sep - Life is What i Say It Is
23rd Sep - Love'ponopono,23rd Sep - Love'ponopono
24th Sep - I Let go if these Attachments,24th Sep - I Let go if these Attachments
25th Sep - Ho'Oponopono,25th Sep - Ho'Oponopono
"26th Sep - I Am Ready to Feel, Ready to Live","26th Sep - I Am Ready to Feel, Ready to Live"
,
Aug'24 DMP Recordings,Aug'24 DMP Recordings
1st Aug - Being Happy is Easy,1st Aug - Being Happy is Easy
2nd Aug - Changing Emotions is Easy,2nd Aug - Changing Emotions is Easy
5th Aug - I Replace Desperation with Satisfaction,5th Aug - I Replace Desperation with Satisfaction
6th Aug - Anniversary Special Sharing,6th Aug - Anniversary Special Sharing
7th Aug - I Can Restart,7th Aug - I Can Restart
8th Aug - My Emotions are More Important Than My Goals,8th Aug - My Emotions are More Important Than My Goals
9th Aug - I AM Ready to Upgrade My Standards,9th Aug - I AM Ready to Upgrade My Standards
10th Aug - Feeling Relaxed is Very Easy for Me,10th Aug - Feeling Relaxed is Very Easy for Me
12th Aug - I Am Balanced,12th Aug - I Am Balanced
"13th Aug - I Love Myself, I Love My Life","13th Aug - I Love Myself, I Love My Life"
14th Aug - Feeling Relaxed is Very Easy for Me,14th Aug - Feeling Relaxed is Very Easy for Me
15th Aug - I Surrender,15th Aug - I Surrender
16th Aaug - I Can Change My Emotions FAST,16th Aaug - I Can Change My Emotions FAST
17th Aug - Nothing is a Curse Everything is a Blessing,17th Aug - Nothing is a Curse Everything is a Blessing
19th Aug - All I Need is Within Me Now,19th Aug - All I Need is Within Me Now
20th Aug - I Am A Peaceful Achiever,20th Aug - I Am A Peaceful Achiever
21st Aug - Being Happy is More Important Than Being Right,21st Aug - Being Happy is More Important Than Being Right
22nd Aug - I Am Ready to Accept I Am a Magician,22nd Aug - I Am Ready to Accept I Am a Magician
22nd Aug - My Experience with Dr Joe Dispenza Workshop in Texas,22nd Aug - My Experience with Dr Joe Dispenza Workshop in Texas
23rd Aug - Feeling Relaxed is very Easy,23rd Aug - Feeling Relaxed is very Easy
24th Aug - I Am Reaady to Release all my Negative Energy,24th Aug - I Am Reaady to Release all my Negative Energy
26th Aug - Bring it ON!,26th Aug - Bring it ON!
27th Aug - I Dont Know How,27th Aug - I Dont Know How
28th Aug - I Am Ready for Divine Energy,28th Aug - I Am Ready for Divine Energy
,
July 24 - DMP Recording,July 24 - DMP Recording
"1st July - I have Limitation,How much i can Achieve","1st July - I have Limitation,How much i can Achieve"
2nd July - I Surrender to You Universe,2nd July - I Surrender to You Universe
"3rd July - My Emotions are Habit, I Control Them","3rd July - My Emotions are Habit, I Control Them"
4th July - I Am Unconditionally Happy,4th July - I Am Unconditionally Happy
5th July - Anger is Silly,5th July - Anger is Silly
6th July - Feeling Relaxed is Very Easy for Me,6th July - Feeling Relaxed is Very Easy for Me
8th July - 7 Days Challenge to Stop Evolving,8th July - 7 Days Challenge to Stop Evolving
9th July - I take 100% Responsibility For Everything Happening in My Life,9th July - I take 100% Responsibility For Everything Happening in My Life
10th July - I Am Ready to Create My Future,10th July - I Am Ready to Create My Future
11th July - I Attract What I Feel,11th July - I Attract What I Feel
12th July - I Can Restart Unlimited times,12th July - I Can Restart Unlimited times
13th July - Hooponopono Healing,13th July - Hooponopono Healing
15th July - I Can Change My Emotions FAST,15th July - I Can Change My Emotions FAST
16th July - I am Ready to Be a Totally Different Person,16th July - I am Ready to Be a Totally Different Person
17th July - I am a Giver,17th July - I am a Giver
18th July -The Smaller the person inside me Bigger the result Outside me,18th July -The Smaller the person inside me Bigger the result Outside me
19th July - I Am Responsible for Everything in My Life,19th July - I Am Responsible for Everything in My Life
20th July - This Weekend My Life is Perfect,20th July - This Weekend My Life is Perfect
22th june- I am Ready to Except I am a Magician,22th june- I am Ready to Except I am a Magician
23rd July - I AM I HAVE,23rd July - I AM I HAVE
24th July - Making Money is Very Easy,24th July - Making Money is Very Easy
25th July - Love is Easy,25th July - Love is Easy
26th July - The Universe is My Partner,26th July - The Universe is My Partner
27th July - I Am Reaady to Release all my Negative Energy,27th July - I Am Reaady to Release all my Negative Energy
29th July - All I Need is Within Me Now,29th July - All I Need is Within Me Now
30th July - YES I Have The Energy to Take Care of My Health,30th July - YES I Have The Energy to Take Care of My Health
31st July - My Life is Perfect,31st July - My Life is Perfect
